"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"VAAX2014986","RES","ACT","545 S Saint Asaph St S","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","06/30/22","$925,000","$925,000.00","$83.00","TANNERY YARD","0.02","","","1","","No Pool","$734.13","","","","1,260","1976","22314","TANNERY YARD","46","$935,000","1,260","71","Cara LaVanway","","Washington Fine Properties, LLC (WFP1)"
"VAAX2012836","RES","CLS","817 Bernard St","Alexandria","Alexandria City, VA","3","3/1","End of Row/Townhouse","06/30/22","$854,000","$799,000.00","","","0.07","","","1","","No Pool","$627.94","1.06884","1.06884","TTR Sothebys International Realty","1,860","1979","22314","BASHFORD LANE CLUSTER","43","$799,000","1,360","3","Terry M Belt","Tracy A Shively","Keller Williams Realty (KWR21)"
"VAAX2012658","RES","CLS","224 S Alfred St","Alexandria","Alexandria City, VA","2","2","End of Row/Townhouse","06/30/22","$950,000","$999,999.00","","SWANN DAINGERFIELD","0.04","","1","","","No Pool","$686.42","0.95000","0.95000","McEnearney Associates, Inc.","1,384","1890","22314","SWANN DAINGERFIELD","132","$999,999","1,384","21","Brian Wilson","Wendy Santantonio","EXP Realty, LLC (EXXPR1)"
"VAAX2009568","RES","CLS","310 Strand St #208","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","06/30/22","$1,595,000","$1,595,000.00","","","","2","2","","","No Pool","$1,074.07","1.00000","1.00000","@home real estate","1,485","2020","22314","","2","$1,595,000","1,485","7","Preston E Innerst Jr.","Karen M Hall","EYA Marketing, LLC (EYAU2)"
"VAAX2012080","RES","CLS","961 Powhatan St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","06/30/22","$960,000","$1,000,000.00","$375.00","","0.02","0","0","1","","No Pool","$498.18","0.96000","0.87273","Samson Properties","1,927","1998","22314","","24","$1,100,000","1,927","31","Kristina S Walker","Gina R Paxton","KW United (KWR30)"
"VAAX2012582","RES","CLS","120 S Fayette St","Alexandria","Alexandria City, VA","4","3","End of Row/Townhouse","06/30/22","$1,425,000","$1,495,000.00","","","0.06","","","","","No Pool","$719.70","0.95318","0.93443","Redfin Corp","2,722","1976","22314","","46","$1,525,000","1,980","16","Lauren A Bishop","Elias L. Cox","McEnearney Associates, Inc. (MCE1)"
"VAAX2011740","RES","CLS","621 S Pitt St","Alexandria","Alexandria City, VA","3","3","Interior Row/Townhouse","06/30/22","$1,325,000","$1,325,000.00","","YATES GARDENS","0.05","1","1","","","No Pool","$659.20","1.00000","1.00000","D.S.A. Properties & Investments LLC","2,010","1976","22314","YATES GARDENS","46","$1,325,000","2,010","1","Deyi S Awadallah","Timothy R Kane","D.S.A. Properties & Investments LLC (DSPR1)"
"VAAX2013526","RES","CLS","715 N Alfred","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","06/30/22","$1,225,000","$1,137,000.00","$100.00","","0.02","0","0","1","","No Pool","$555.56","1.07740","1.07740","Central Properties, LLC,","2,205","2011","22314","","11","$1,137,000","2,205","5","Mary Ashley Zimmermann","Paul J Sliwka","Compass (COMPS7)"
"VAAX2015026","RES","CLS","1103 Abingdon Dr","Alexandria","Alexandria City, VA","3","3/2","Interior Row/Townhouse","06/30/22","$1,659,505","$1,604,900.00","","","","0","0","1","","No Pool","$681.52","1.03402","1.03402","Washington Fine Properties","2,435","2020","22314","","2","$1,604,900","2,435","1","Julie A Zelaska","Margaret C Richardson","Smith & Schnider LLC (SSSL1)"
"VAAX2013658","RES","CLS","120 S Lee St","Alexandria","Alexandria City, VA","3","3/0","End of Row/Townhouse","06/30/22","$1,620,000","$1,575,000.00","","","0.03","0","0","0","","No Pool","$662.31","1.02857","1.02857","KW United","2,563","1790","22314","","232","$1,575,000","2,446","3","Lauren A Bishop","Kristina S Walker","McEnearney Associates, Inc. (MCE1)"
"VAAX2012044","RES","CLS","611 Cameron St","Alexandria","Alexandria City, VA","5","4/1","End of Row/Townhouse","06/30/22","$2,100,000","$2,200,000.00","","","0.14","","","1","","No Pool","$599.49","0.95455","0.95455","Compass","4,231","1780","22314","","242","$2,200,000","3,503","11","Jennifer Lloyd Miller","Eleonor M Yehl","TTR Sotheby's International Realty (TTRS6)"
"VAAX2012046","RES","CLS","1808 W Abingdon Dr #202","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","07/01/22","$265,000","$269,000.00","","POTOWMACK CROSSI","","1","1","","","No Pool","$458.48","0.98513","0.96364","Optime Realty","578","1942","22314","POTOWMACK CROSSING","80","$275,000","578","37","Stuart W Nesbitt","Caitlin Rose Kamerman","Nesbitt Realty (CNOA1)"
"VAAX2012876","RES","CLS","801 N Pitt St #1601","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","07/01/22","$300,000","$305,000.00","","PORT ROYAL","","1","1","","","No Pool","$382.17","0.98361","0.98361","Optime Realty","785","1965","22314","PORT ROYAL","57","$305,000","785","30","Kimberly R Boyer","Keri K Shull","TTR Sothebys International Realty (TTRS3)"
"VAAX2013368","RES","CLS","418 1/2 N St Asaph Street","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","07/01/22","$497,700","$497,700.00","","","","1","1","","","No Pool","$622.13","1.00000","1.00000","Redfin Corporation","800","1976","22314","","46","$497,700","800","8","Christine R Garner","Karen Brezina Lucchetti","Weichert, REALTORS (WEI58)"
"VAAX2013762","RES","CLS","626 N Columbus","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","07/01/22","$725,000","$724,900.00","","","0.03","","","","","No Pool","$710.78","1.00014","1.00014","TTR Sothebys International Realty","1,530","1918","22314","","104","$724,900","1,020","4","Jennifer L Walker","Mona Banes","McEnearney Associates, Inc. (MCE1)"
"VAAX2012304","RES","CLS","1201 N Royal St #705","Alexandria","Alexandria City, VA","1","2/0","Unit/Flat/Apartment","07/01/22","$1,249,000","$1,249,000.00","","","","1","2","0","","No Pool","$1,023.77","1.00000","1.00000","McEnearney Associates, Inc.","1,220","2021","22314","","1","$1,249,000","1,220","39","David R Mayhood","Lauren A Bishop","The Mayhood Company (MHD1)"
"VAAX2015090","RES","ACT","103 Skyhill Rd #3","Alexandria","Alexandria City, VA","2","1/0","Unit/Flat/Apartment","07/02/22","$314,900","$314,900.00","$0.00","SEMINARY WALK","","2","1","0","","No Pool","$365.31","","","","862","1959","22314","SEMINARY WALK","63","$322,500","862","69","Kathleen F Trainor","","RE/MAX Real Estate Connections (RAES3)"
"VAAX2015098","RES","ACT","22 Bakers Walk #406","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/02/22","$1,845,000","$1,845,000.00","","","","2","2","","","No Pool","$1,361.62","","","","1,355","2020","22314","ROBINSON TERMINAL SOUTH","2","$1,845,000","1,355","69","Preston E Innerst Jr.","","EYA Marketing, LLC (EYAU2)"
"VAAX2012428","RES","CLS","16 Bakers Walk #304","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/05/22","$1,655,000","$1,655,000.00","","","","2","2","","","No Pool","$1,096.03","1.00000","1.00000","Long & Foster Real Estate, Inc.","1,510","2020","22314","ROBINSON TERMINAL SOUTH","2","$1,655,000","1,510","64","Preston E Innerst Jr.","Hania Dickson","EYA Marketing, LLC (EYAU2)"
"VAAX2012606","RES","CLS","1208 N Pitt St","Alexandria","Alexandria City, VA","3","3/1","End of Row/Townhouse","07/05/22","$1,125,000","$1,125,000.00","$83.33","","0.05","","","","","No Pool","$578.70","1.00000","1.00000","Compass","1,944","1996","22314","PITT ST STATION","26","$1,125,000","1,944","3","Donnan C. C Wintermute","Mary Ashley Zimmermann","Coldwell Banker Realty (CBRB54)"
"VAAX2015220","RES","ACT","1010 Prince St #1","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","07/06/22","$419,900","$419,900.00","","COURTS","","1","1","0","","No Pool","$677.26","","","","620","1814","22314","THE COURTS","208","$435,000","620","65","Lisa A Thompson","","Weichert, REALTORS (WEI70)"
"VAAX2014014","RES","CLS","1100 Quaker Hill Dr #7","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/06/22","$385,000","$375,000.00","$74.00","QUAKER HILL","","2","2","","","Yes - Community","$347.79","1.02667","1.02667","CENTURY 21 New Millennium","1,107","1991","22314","QUAKER HILL","31","$375,000","1,107","3","Jason D. Jenkins","Kimberly A Gerdon","RE/MAX Distinctive Real Estate, Inc. (RMAX5)"
"VAAX2013216","RES","CLS","501 Slaters Ln #114","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/06/22","$419,950","$429,900.00","","MARINA TOWERS","","2","2","","","Yes - Community","$359.55","0.97686","0.97686","KW Metro Center","1,168","1970","22314","MARINA TOWERS","52","$429,900","1,168","17","Christina M O'Donnell","Erin K. Jones","RE/MAX West End (RMXWE1)"
"VAAX2013538","RES","CLS","610 N West St #604","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/06/22","$899,000","$899,000.00","","COLECROFT","","2","2","","","No Pool","$581.12","1.00000","1.00000","Samson Properties","1,547","1987","22314","COLECROFT","35","$899,000","1,547","6","Morgan N Knull","DONG HYOK YOO","RE/MAX Gateway, LLC (RMAX154)"
"VAAX2012832","RES","CLS","1002 N Columbus St","Alexandria","Alexandria City, VA","3","1/1","Twin/Semi-Detached","07/07/22","$840,000","$849,900.00","","","0.05","","","1","","No Pool","$541.94","0.98835","0.98835","RE/MAX 100","1,800","1925","22314","WESTOVER","97","$849,900","1,550","17","David A Lloyd Jr.","Larisa K Sawhney","'Weichert, REALTORS (WEI64)"
"VAAX2015086","RES","ACT","2151 Jamieson Ave #2106/2107","Alexandria","Alexandria City, VA","3","2/0","Penthouse Unit/Flat/Apartment","07/07/22","$850,000","$850,000.00","","","","3","2","0","","Yes - Community","$502.66","","","","1,691","1999","22314","","23","$875,000","1,691","56","Kathryn Emily DeWitt","","KW Metro Center (KWR19)"
"VAAX2013798","RES","CLS","1604 W Abingdon Dr #101","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","07/08/22","$260,000","$260,000.00","","POTOWMACK CROSSI","","1","1","","","Yes - Community","$426.23","1.00000","0.96296","Realty Executives Premier","610","1942","22314","POTOWMACK CROSSING","80","$270,000","610","12","Daniel MacDonald","Sarah E Beatty","TTR Sotheby's International Realty (TTRS8)"
"VAAX2011814","RES","CLS","323 N Fayette St","Alexandria","Alexandria City, VA","3","1","End of Row/Townhouse","07/08/22","$590,000","$590,000.00","","","0.02","","","","","No Pool","$619.75","1.00000","0.96880","Redfin Corporation","952","1920","22314","CHATHAM SQUARE","102","$609,000","952","32","Alexis Roberto Cuadros","Karen Brezina Lucchetti","Pearson Smith Realty, LLC (PSTH3)"
"VAAX2013718","RES","CLS","107 Harvard Street","Alexandria","Alexandria City, VA","2","1","Interior Row/Townhouse","07/08/22","$750,000","$749,900.00","","","0.04","","","","","No Pool","$672.04","1.00013","1.00013","KW Metro Center","1,116","1910","22314","","112","$749,900","1,116","14","Robert T Ferguson Jr.","Kathryn Emily DeWitt","RE/MAX Allegiance (RMAX34)"
"VAAX2009298","RES","CLS","801 N Pitt St #1503","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/08/22","$499,000","$499,000.00","","PORT ROYAL","","2","2","","","No Pool","$433.16","1.00000","0.76769","Long & Foster Real Estate, Inc.","1,152","1965","22314","PORT ROYAL","57","$650,000","1,152","121","Robert A Donnelly","Tiana C Hickman","Taylor Properties (TAYL13)"
"VAAX2013048","RES","CLS","2181 Jamieson Ave., #1210","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/08/22","$605,000","$599,900.00","","CARLYLE TOWERS CONDOMINIUM","","2","2","","","Yes - Community","$519.31","1.00850","1.00850","Compass","1,165","2001","22314","","21","$599,900","1,165","2","Brian S Hong","Pia Taylor","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2015234","RES","ACT","501 Slaters Ln #415","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","07/08/22","$475,000","$475,000.00","","MARINA TOWERS","","2","2","0","","Yes - Community","$406.68","","","","1,168","1970","22314","MARINA TOWERS","52","$475,000","1,168","63","Joni J Koons","","Weichert, REALTORS (WEI58)"
"VAAX2014232","RES","CLS","827 Madison","Alexandria","Alexandria City, VA","4","3/1","Interior Row/Townhouse","07/08/22","$1,235,000","$1,149,000.00","$100.00","","0.02","0","0","1","","No Pool","$561.87","1.07485","1.07391","Central Properties, LLC,","2,198","2012","22314","JAMES BLAND HOMES","10","$1,150,000","2,198","1","Mary Ashley Zimmermann","Paul J Sliwka","Compass (COMPS7)"
"VAAX2015420","RES","ACT","625 Slaters Ln #G4","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","07/11/22","$424,900","$424,900.00","","","","1","1","","","No Pool","$590.96","","","","719","1986","22314","LAND OF TOWNGATE","36","$424,900","719","60","Laurie J Hargadon","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2014098","RES","CLS","204 Jefferson St","Alexandria","Alexandria City, VA","4","1/2","Interior Row/Townhouse","07/11/22","$1,060,000","$1,040,000.00","","","0.04","","","1","","No Pool","$866.01","1.01923","0.98605","McEnearney Associates, Inc.","1,714","1954","22314","YATES GARDENS","68","$1,075,000","1,224","8","Diann S Hicks Carlson","Julian T Burke","TTR Sotheby's International Realty (TTRS6)"
"VAAX2005890","RES","CLS","312 S Washington St #602","Alexandria","Alexandria City, VA","3","2","Unit/Flat/Apartment","07/11/22","$1,564,000","$1,650,000.00","","","","3","2","","","No Pool","$923.26","0.94788","0.92000","Optime Realty","1,694","2021","22314","","1","$1,700,000","1,694","200","Keri K Shull","Keri K Shull","Optime Realty (OPMR1)"
"VAAX2017202","RES","CLS","925 Fairfax St N #1001","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","07/11/22","$2,045,590","$2,045,590.00","","","","2","2","1","","No Pool","$1,161.61","1.00000","1.00000","CENTURY 21 New Millennium","1,761","2022","22314","","0","$2,045,590","1,761","0","Non Member","Misty L Faulkner","Non Subscribing Office (NON1)"
"VAAX2015444","RES","CLS","1105 Dartmouth Rd","Alexandria","Alexandria City, VA","5","3/1","Detached","07/11/22","$1,300,000","$1,300,000.00","","","0.20","","","1","","No Pool","$483.81","1.00000","1.00000","Long & Foster Real Estate, Inc.","3,803","1989","22314","COLLEGE PARK","33","$1,300,000","2,687","0","Non Member","Martine M Irmer","Non Subscribing Office (NON1)"
"VAAX2013878","RES","CLS","719 Bracey Ln","Alexandria","Alexandria City, VA","3","2/3","Interior Row/Townhouse","07/11/22","$1,337,000","$1,375,000.00","$165.00","POTOMAC GREENS HOME OWNERS","0.03","0","0","1","","Yes - Community","$357.77","0.97236","0.97236","Berkshire Hathaway HomeServices PenFed Realty","3,737","2006","22314","POTOMAC GREENS","16","$1,375,000","3,737","9","jina m kwon","Monique M Milucky","Redfin Corporation (REFC1)"
"VAAX2013904","RES","CLS","900 N Washington St #305E","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","07/12/22","$595,000","$619,000.00","","NORTH WASHINGTON","","1","1","1","","No Pool","$566.67","0.96123","0.96123","Pearson Smith Realty, LLC","1,050","2009","22314","NORTH WASHINGTON ST COND","13","$619,000","1,050","14","Jennifer O Halm","Alexis Roberto Cuadros","Compass (COMPS7)"
"VAAX2011776","RES","CLS","628 S Columbus St S","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","07/12/22","$705,000","$699,500.00","","","","0","0","1","","No Pool","$552.94","1.00786","0.85455","Compass","1,275","1979","22314","YATES GARDENS","43","$825,000","1,275","58","Mary A Farrell","Patrick Thomas Shannon","Compass (COMPS7)"
"VAAX2012058","RES","CLS","207 Wolfe St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","07/12/22","$1,075,000","$1,075,000.00","","","0.02","0","0","1","","No Pool","$689.99","1.00000","0.97727","Central Properties, LLC,","1,558","1820","22314","","202","$1,100,000","1,558","33","Deanna Gee","Lee Wells","RE/MAX Gateway (RMAX151)"
"VAAX2011810","RES","CLS","617 S Pitt St","Alexandria","Alexandria City, VA","3","4/1","Interior Row/Townhouse","07/12/22","$1,295,000","$1,295,000.00","","YATES GARDENS","0.04","","","1","","No Pool","$789.63","1.00000","0.92832","Compass","1,928","1800","22314","YATES GARDENS","222","$1,395,000","1,640","52","Robert W Martini","Samuel S Sterling","Coldwell Banker Realty (CBRB54)"
"VAAX2014680","RES","CLS","311 S Henry St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","07/12/22","$1,160,000","$1,150,000.00","$193.00","","0.03","0","","","","Yes - Community","$501.08","1.00870","1.00870","Compass","2,315","1998","22314","OLD TOWN VILLAGE","24","$1,150,000","2,315","4","Jennifer O Halm","Sue S Goodhart","Compass (COMPS7)"
"VAAX2005140","RES","CLS","812 Prince St","Alexandria","Alexandria City, VA","5","4","Interior Row/Townhouse","07/12/22","$1,625,000","$1,700,000.00","","","0.05","2","1","","","No Pool","$651.56","0.95588","0.95588","Keller Williams Realty","2,494","1830","22314","FARNEY","192","$1,700,000","2,494","96","Charlene L Schaper","Tania D Squadrini Hosmer","McEnearney Associates, Inc. (MCE1)"
"VAAX2015508","RES","ACT","801 N Fairfax St #217","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/13/22","$699,900","$699,900.00","","","","2","2","","","No Pool","$770.81","","","","908","2022","22314","","0","$699,900","908","58","Ingveldur K Scobie","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2015504","RES","ACT","801 N Fairfax St #310","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/13/22","$759,900","$759,900.00","","","","2","2","","","No Pool","$836.89","","","","908","2022","22314","","0","$759,900","908","58","Ingveldur K Scobie","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2015506","RES","ACT","801 N Fairfax St #216","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/13/22","$924,900","$924,900.00","","","","2","2","","","No Pool","$773.97","","","","1,195","2022","22314","","0","$924,900","1,195","58","Ingveldur K Scobie","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2015502","RES","ACT","801 N Fairfax St #416","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/13/22","$1,099,900","$1,099,900.00","","","","2","2","","","No Pool","$920.42","","","","1,195","2022","22314","","0","$1,099,900","1,195","58","Ingveldur K Scobie","","McWilliams/Ballard Inc. (MCWB1)"
"VAAX2012276","RES","CLS","501 Slaters Ln #113","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","07/15/22","$235,000","$235,000.00","","MARINA TOWERS","","1","1","0","","Yes - Community","$388.43","1.00000","0.95918","Weichert, REALTORS","605","1970","22314","MARINA TOWERS","52","$245,000","605","19","Laura R Schwartz","Leah Victoria Heath","McEnearney Associates, Inc. (MCE3)"
"VAAX2013966","RES","CLS","309 Holland Ln #202","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","07/15/22","$370,000","$370,000.00","","ROYALTON AT KING STREET METRO","","1","1","0","","No Pool","$583.60","1.00000","1.00000","Compass","634","2006","22314","ROYALTON AT KING STREET METRO","16","$370,000","634","2","Brenda R Stone","Melissa J Lango","EXP Realty, LLC (EXPY3)"
"VAAX2015592","RES","ACT","10 Bakers Walk #302","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/15/22","$1,595,000","$1,595,000.00","","","","2","2","","","No Pool","$1,074.07","","","","1,485","2020","22314","ROBINSON TERMINAL SOUTH","2","$1,595,000","1,485","56","Preston E Innerst Jr.","","EYA Marketing, LLC (EYAU2)"
"VAAX2014836","RES","ACT","954 N Washington St","Alexandria","Alexandria City, VA","4","4/0","Interior Row/Townhouse","07/15/22","$1,075,000","$1,075,000.00","$350.00","","0.03","0","0","0","","No Pool","$594.91","","","","2,471","1996","22314","OLD TOWN GATEWAY","26","$1,125,000","1,807","45","Lizbeth J Voegtlin","","EXP Realty, LLC (EXPY1)"
"VAAX2014636","RES","CLS","815 Patrick St N #406","Alexandria","Alexandria City, VA","1","1/0","Unit/Flat/Apartment","07/18/22","$450,000","$450,000.00","","OLD TOWN COMMONS","","1","1","0","","No Pool","$554.19","1.00000","1.00000","Samson Properties","812","2013","22314","OLD TOWN COMMONS","9","$450,000","812","5","Wendy Santantonio","Christopher Andrew Urick","McEnearney Associates, Inc. (MCE1)"
"VAAX2014128","RES","CLS","1310 Pendleton St","Alexandria","Alexandria City, VA","2","2/0","Interior Row/Townhouse","07/18/22","$677,990","$677,990.00","","","0.03","0","0","0","","No Pool","$814.89","1.00000","0.97412","Property Collective","1,248","1942","22314","","80","$695,999","832","20","Christopher M Upham","Caitlin Ellis","KW United (KWR13)"
"VAAX2012984","RES","CLS","236 W Taylor Run Pkwy #4","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","07/18/22","$316,000","$332,000.00","","SEMINARY WALK","","2","1","","","No Pool","$326.11","0.95181","0.95181","Long & Foster Real Estate, Inc.","969","1959","22314","SEMINARY WALK","63","$332,000","969","37","Raymond A Gernhart","Allison C Gillette","RE/MAX Executives (RMAX203)"
"VAAX2014220","RES","CLS","552 N Saint Asaph St","Alexandria","Alexandria City, VA","2","2","End of Row/Townhouse","07/18/22","$730,000","$745,000.00","","","","0","0","","","No Pool","$737.37","0.97987","0.97987","Long & Foster Real Estate, Inc.","1,350","1980","22314","CHATHAM SQUARE","42","$745,000","990","11","Brian Wilson","F. David Billups","EXP Realty, LLC (EXXPR1)"
"VAAX2014258","RES","CLS","910 Powhatan St #201S","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","07/18/22","$720,000","$735,000.00","","NORTH WASHINGTON","","2","2","0","","No Pool","$576.00","0.97959","0.97959","TTR Sotheby's International Realty","1,250","2010","22314","NORTH WASHINGTON ST COND","12","$735,000","1,250","15","Mary Ashley Zimmermann","Anne-Marie R Finnell","Compass (COMPS7)"
"VAAX2014304","RES","CLS","1404 Roundhouse Ln #304","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","07/18/22","$670,000","$670,000.00","","OLD TOWN VILLAGE","","0","0","1","","Yes - Community","$477.55","1.00000","1.00000","Long & Foster Real Estate, Inc.","1,403","1997","22314","OLD TOWN VILLAGE","25","$670,000","1,403","4","Holly Tennant","Amanda Carter","TTR Sothebys International Realty (TTRS3)"
"VAAX2014328","RES","CLS","320 S West St #309","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","07/18/22","$775,000","$775,000.00","","THE DUKE","","2","2","","","No Pool","$533.38","1.00000","1.00000","McEnearney Associates, Inc.","1,453","2010","22314","THE DUKE","12","$775,000","1,453","3","Phyllis G Patterson","Lisa W Groover","TTR Sotheby's International Realty (TTRS6)"
"VAAX2013978","RES","PND","2151 Jamieson Ave #2: 1401-02","Alexandria","Alexandria City, VA","3","3/1","Unit/Flat/Apartment","07/18/22","$989,000","$989,000.00","","CARLYE TOWERS","","3","3","1","","Yes - Community","$453.05","","","Barnes Real Estate Co.","2,383","1999","22314","","23","$989,000","2,183","33","Marie Meyer","William E Barnes Jr.","KW Metro Center (KWR19)"
"VAAX2015840","RES","CLS","515 N Washington St #201","Alexandria","Alexandria City, VA","1","1","Other","07/19/22","$514,900","$514,900.00","","","","1","1","","","No Pool","$745.15","1.00000","1.00000","Long & Foster Real Estate, Inc.","691","1790","22314","THE MILL","232","$514,900","691","0","Non Member","Martine M Irmer","Non Subscribing Office (NON1)"
"VAAX2013870","RES","CLS","2121 Jamieson Ave #1003","Alexandria","Alexandria City, VA","3","2/1","Unit/Flat/Apartment","07/19/22","$740,000","$749,000.00","","CARLYLE TOWERS","","3","2","1","","Yes - Community","$461.06","0.98798","0.98798","TTR Sotheby's International Realty","1,605","1997","22314","CARLYLE TOWERS","25","$749,000","1,605","8","Diane G Murphy","Thomas Kolker","TTR Sotheby's International Realty (TTRS6)"
"VAAX2014318","RES","CLS","503 Pendleton St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","07/19/22","$1,200,000","$1,170,000.00","$550.00","","0.03","0","0","0","","No Pool","$561.80","1.02564","1.02564","TTR Sotheby's International Realty","2,136","1998","22314","PORTNERS LANDING","24","$1,170,000","2,136","4","Susan S Klein","Laura Catron","Compass (COMPS7)"
"VAAX2012082","RES","CLS","318 N Royal St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","07/20/22","$1,375,000","$1,399,000.00","","","0.05","0","0","1","","No Pool","$665.22","0.98284","0.98284","McEnearney Associates, Inc.","2,481","1870","22314","","152","$1,399,000","2,067","6","Colleen Coopersmith","Lauren A Bishop","McEnearney Associates, Inc. (MCE1)"
"VAAX2013156","RES","CLS","2704 N Dartmouth Rd N #4","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","07/21/22","$285,000","$300,000.00","","SEMINARY WALK","","2","1","","","Yes - Community","$294.12","0.95000","0.95000","Weichert, REALTORS","969","1959","22314","SEMINARY WALK","63","$300,000","969","6","Edna L Israel","Christine R Garner","Samson Properties (SAMP5)"
"VAAX2014464","RES","CLS","1241 Quaker Hill Dr","Alexandria","Alexandria City, VA","3","2/2","Interior Row/Townhouse","07/21/22","$710,000","$695,000.00","$106.80","QUAKER HILL","0.04","","","1","","Yes - Community","$383.78","1.02158","1.02158","KW Metro Center","1,850","1992","22314","QUAKER HILL","30","$695,000","1,850","6","Carolyn N Sappenfield","Meg D Ross","RE/MAX Realty Services (RBE1)"
"VAAX2015800","RES","ACT","405 Franklin St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","07/22/22","$886,000","$886,000.00","","YATES GARDENS","0.03","","","","","No Pool","$1,042.35","","","","1,250","1948","22314","YATES GARDENS","74","$915,000","850","49","Rashaan Morgan","","Open Door Brokerage, LLC (ODB1)"
"VAAX253102","RES","CLS","1201 N Royal St #508","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","07/22/22","$1,248,000","$1,248,000.00","","NONE AVAILABLE","","2","2","0","","No Pool","$895.27","1.00000","1.01217","The Mayhood Company","1,394","2022","22314","","0","$1,233,000","1,394","116","David R Mayhood","David R Mayhood","The Mayhood Company (MHD1)"
"VAAX2010994","RES","ACT","1250 S Washington St #611","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","07/22/22","$1,600,000","$1,600,000.00","","PORTO VECCHIO","","2","2","1","","Yes - Community","$688.76","","","","2,323","1983","22314","PORTO VECCHIO","39","$1,600,000","2,323","49","Annelise J Smith","","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX2015448","RES","ACT","2121 Jamieson Ave #1807","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","07/23/22","$500,000","$500,000.00","","CARLYLE TOWERS","","2","2","0","","Yes - Community, Yes - Personal","$454.55","","","","1,100","1997","22314","CARLYLE TOWERS","25","$525,000","1,100","48","Brenda R Stone","","EXP Realty, LLC (EXPY3)"
"VAAX2013710","RES","CLS","322 Saint Asaph St N #322","Alexandria","Alexandria City, VA","2","1","Interior Row/Townhouse","07/25/22","$651,500","$625,000.00","","BROCKETTS CROSSING","","0","0","","","No Pool","$798.41","1.04240","1.04240","Long & Foster Real Estate, Inc.","816","1977","22314","BROCKETTS CROSSING","45","$625,000","816","7","Marc J Vuolo","Heidi R Kohler","Home Theory, LLC (HMTRY1)"
