"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","Current Price","List Price","HOA Fee","Building Name","Lot Size Acres","Main Level Bedrooms","Main Level Full Baths","Main Level Half Baths","Municipality","Pool","Price/SqFt","RATIO Close Price By List Price","RATIO Close Price By Original List Price","Selling Office Name","Total SQFT","Year Built","Zip Code","Legal Subdivision","Age","Original List Price","Above Grade Finished SQFT","DOM","List Agent Full Name","Selling Agent Full Name","List Office Name"
"VAAX236688","RES","CLS","316 South Union St #ALEXANDER LOT 522","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/09/20","$1,877,415","$1,858,055.00","$419.00","","0.02","0","0","1","","No Pool","$791.82","1.01042","1.01593","EYA Marketing, LLC","2,371","2018","22314","","4","$1,847,985","2,371","154","Preston E Innerst Jr.","Preston E Innerst Jr.","EYA Marketing, LLC (EYAU2)"
"VAAX243440","RES","CLS","809 Cameron St","Alexandria","Alexandria City, VA","4","3/1","Interior Row/Townhouse","04/09/20","$2,395,000","$2,395,000.00","","","0.11","0","0","1","","No Pool","$464.87","1.00000","1.00000","Non Subscribing Office","5,152","1900","22314","","122","$2,395,000","5,152","52","Gregory F Golubin","Non Member","KW Metro Center (KWR17)"
"VAAX244774","RES","CLS","42 Wolfe St","Alexandria","Alexandria City, VA","2","2/1","Interior Row/Townhouse","04/10/20","$930,000","$890,000.00","","","","0","0","1","","No Pool","","1.04494","1.04494","Long & Foster Real Estate, Inc.","0","1993","22314","","29","$890,000","0","2","Rosalind S Zimmerman","Allison Kelley","McEnearney Associates, Inc. (MCE1)"
"VAAX244404","RES","CLS","605 S Henry St","Alexandria","Alexandria City, VA","2","2","Interior Row/Townhouse","04/10/20","$650,000","$650,000.00","","","0.04","","","","","No Pool","$781.25","1.00000","1.00000","McEnearney Associates, Inc.","1,248","1950","22314","","72","$650,000","832","5","Sue S Goodhart","Peter B Crouch","Compass (COMPS8)"
"VAAX243558","RES","CLS","309 Holland Ln #323","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/10/20","$550,000","$550,000.00","","","","2","2","","","No Pool","$560.08","1.00000","1.00000","Coldwell Banker Realty","982","2006","22314","","16","$550,000","982","7","Ericka S Black","David L Smith","Coldwell Banker Realty (CBRB106)"
"VAAX243680","RES","CLS","314 N Fairfax St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/10/20","$1,330,005","$1,285,000.00","$1,500.00","","0.03","0","","1","","No Pool","$615.74","1.03502","1.03502","Long & Foster Real Estate, Inc.","2,808","1998","22314","FAIRFAX ROW","24","$1,285,000","2,160","5","Phyllis G Patterson","Kristin H. Usaitis","TTR Sotheby's International Realty (TTRS6)"
"VAAX242792","RES","CLS","328 N Royal St","Alexandria","Alexandria City, VA","4","2/2","Interior Row/Townhouse","04/10/20","$1,225,000","$1,250,000.00","","","0.04","0","0","1","","No Pool","$537.28","0.98000","0.98000","RE/MAX Allegiance","3,040","1969","22314","CAMERON MEWS","53","$1,250,000","2,280","24","Brian S Hong","Elizabeth J Reiley","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX244198","RES","CLS","1027 Pendleton St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/10/20","$1,200,000","$1,200,000.00","$152.00","","0.02","0","0","","","No Pool","$461.54","1.00000","1.00000","RE/MAX Allegiance","2,600","2018","22314","","4","$1,200,000","2,600","7","Kim R Decker","Charles R Klein","CENTURY 21 New Millennium (CENT2041)"
"VAAX244142","RES","CLS","2151 Jamieson Ave #508","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/13/20","$576,000","$567,500.00","","CARLYLE TOWERS CONDOMINIUM","","2","2","","","Yes - Community","$503.06","1.01498","1.01498","KW United","1,215","1999","22314","","23","$567,500","1,145","7","Marie Meyer","Jeremy D DeBoe","KW Metro Center (KWR19)"
"VAAX243556","RES","CLS","1001 N Pitt St","Alexandria","Alexandria City, VA","3","2/1","End of Row/Townhouse","04/13/20","$775,000","$775,000.00","","WATERGATE OF ALE","","0","0","1","","No Pool","$577.50","1.00000","1.00000","Berkshire Hathaway HomeServices PenFed Realty","1,342","1979","22314","WATERGATE OF ALEXANDRIA","43","$775,000","1,342","4","Susan L Houghland","Andreia Williams","Fairfax Realty Select (FXR1)"
"VAAX243846","RES","CLS","909 Oronoco St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","04/13/20","$858,000","$870,000.00","$336.00","","0.02","","","1","","No Pool","$628.57","0.98621","0.98621","NetRealtyNow.com, LLC","1,365","1978","22314","CARRIAGE WORKS","44","$870,000","1,365","13","Thomas S Hennerty","Thomas S Hennerty","NetRealtyNow.com, LLC (NRN2)"
"VAAX239230","RES","CLS","318 Prince St #7","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","04/14/20","$835,000","$840,000.00","","PRINCE STREET CL","","0","0","1","","No Pool","$574.28","0.99405","0.99405","McEnearney Associates, Inc.","1,454","1880","22314","PRINCE STREET CLUB","142","$840,000","1,454","123","Carol S Feinthel","Barbara G Beckwith","McEnearney Associates, Inc. (MCE1)"
"VAAX244184","RES","CLS","1105 Roundhouse Ln","Alexandria","Alexandria City, VA","3","2/2","Interior Row/Townhouse","04/14/20","$1,475,000","$1,475,000.00","$200.00","","0.05","1","1","1","","Yes - Community","$553.89","1.00000","1.00000","McEnearney Associates, Inc.","2,663","1998","22314","OLD TOWN VILLAGE","24","$1,475,000","2,663","1","Greg W Hudgins","Mary A Farrell","Century 21 Redwood Realty (RDWG2)"
"VAAX242646","RES","CLS","34 Wolfe St","Alexandria","Alexandria City, VA","2","2/2","Interior Row/Townhouse","04/14/20","$1,380,000","$1,439,000.00","","HARBORSIDE","","0","0","1","","No Pool","$484.21","0.95900","0.92308","Thomas James Real Estate, LLC.","2,850","1993","22314","HARBORSIDE","29","$1,495,000","2,850","30","Barbara G Beckwith","Thomas A Mazzei","McEnearney Associates, Inc. (MCE1)"
"VAAX244418","RES","CLS","1023 N Royal St #301","Alexandria","Alexandria City, VA","1","1/1","Unit/Flat/Apartment","04/15/20","$615,000","$599,000.00","","ABINGDON ROW CONDOMINIUM","","1","1","1","","No Pool","$646.01","1.02671","1.02671","Long & Foster Real Estate, Inc.","952","2008","22314","","14","$599,000","952","3","Jerri D'Ann Melnick","Michael C Manuel","City Chic Real Estate (CHIC1)"
"VAAX243900","RES","CLS","831 Wythe St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/15/20","$945,000","$939,000.00","$100.00","","0.02","0","0","1","","No Pool","$481.65","1.00639","1.00639","McEnearney Associates, Inc.","1,962","2010","22314","","12","$939,000","1,962","5","Mary Ashley Zimmermann","Wendy Santantonio","Compass (COMPS8)"
"VAAX236034","RES","CLS","721 Gibbon St","Alexandria","Alexandria City, VA","3","1/1","Interior Row/Townhouse","04/15/20","$1,130,000","$1,250,000.00","","","0.06","0","0","1","","No Pool","$501.78","0.90400","0.90400","McEnearney Associates, Inc.","2,882","1873","22314","GOLDFARBS","149","$1,250,000","2,252","225","Barbara G Beckwith","RICHARD V KICKLIGHTER","McEnearney Associates, Inc. (MCE1)"
"VAAX243064","RES","CLS","803 Devon Pl","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","04/16/20","$683,506","$665,000.00","","","0.03","0","0","","","No Pool","$693.21","1.02783","1.02783","Fairfax Realty Select","1,309","1939","22314","MT VERNON CONST CO","83","$665,000","986","3","Sandra L McMaster","Debra Davis","McEnearney Associates, Inc. (MCE1)"
"VAAX244018","RES","CLS","1013 Gibbon St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","04/16/20","$720,000","$710,000.00","$62.00","","0.03","","","1","","No Pool","$666.67","1.01408","1.01408","Redfin Corporation","1,566","1975","22314","","47","$710,000","1,080","4","VLADIMIR DALLENBACH","Tyrone Anthony Davis","TTR Sotheby's International Realty (TTRS6)"
"VAAX244382","RES","CLS","116 W Taylor Run Pkwy","Alexandria","Alexandria City, VA","3","2","Twin/Semi-Detached","04/16/20","$554,500","$519,900.00","","","0.07","","","","","No Pool","$486.83","1.06655","1.06655","McEnearney Associates, Inc.","1,589","1953","22314","","69","$519,900","1,139","6","Jennifer L Walker","Jennifer L Walker","McEnearney Associates, Inc. (MCE1)"
"VAAX244508","RES","CLS","706 Lyles Ln","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/16/20","$999,000","$995,000.00","$180.00","","0.02","","","1","","Yes - Community","$393.31","1.00402","1.00402","McWilliams/Ballard Inc.","2,540","2006","22314","POTOMAC GREENS","16","$995,000","2,540","3","Nicole M McCullar","Brenda C Moreno","KW Metro Center (KWR19)"
"VAAX245946","RES","CLS","1123 Colonial Ave","Alexandria","Alexandria City, VA","3","3/0","Interior Row/Townhouse","04/17/20","$700,000","$700,000.00","","","0.03","0","0","0","","No Pool","$705.65","1.00000","1.00000","Compass","1,360","1930","22314","WESTOVER","92","$700,000","992","0","Non Member","Jorge P Montalvan","Non Subscribing Office (NON1)"
"VAAX244708","RES","CLS","103 Harvard St","Alexandria","Alexandria City, VA","2","2","End of Row/Townhouse","04/17/20","$725,000","$715,000.00","","","0.04","","","","","No Pool","$649.64","1.01399","1.01399","McEnearney Associates, Inc.","1,386","1910","22314","","112","$715,000","1,116","0","Lizbeth J Voegtlin","Joan B Shannon","Keller Williams Capital Properties (KWCP3)"
"VAAX244468","RES","CLS","525 N Fayette St #302","Alexandria","Alexandria City, VA","2","1","Unit/Flat/Apartment","04/20/20","$510,000","$510,000.00","","THE HENRY CONDOMINIUM","","2","1","","","No Pool","$535.15","1.00000","1.00000","TTR Sotheby's International Realty","953","2008","22314","","14","$510,000","953","4","Andre M Perez","Phyllis G Patterson","Compass (COMPS6)"
"VAAX244342","RES","CLS","619 S Fayette St","Alexandria","Alexandria City, VA","3","2/1","Interior Row/Townhouse","04/20/20","$717,027","$699,900.00","","","0.05","","","1","","No Pool","$573.62","1.02447","1.02447","KW Metro Center","1,250","1950","22314","","72","$699,900","1,250","5","Douglas Ackerson","Amanda Gard Cutts","Redfin Corporation (REFC1)"
"VAAX243320","RES","CLS","635 First St #103","Alexandria","Alexandria City, VA","2","2/1","Unit/Flat/Apartment","04/23/20","$830,000","$839,000.00","","LIBERTY ROW","","2","2","1","","No Pool","$558.92","0.98927","0.98927","Long & Foster Real Estate, Inc.","1,485","2004","22314","LIBERTY ROW","18","$839,000","1,485","21","Julian T Burke","Mark G Goedde","McEnearney Associates, Inc. (MCE1)"
"VAAX244186","RES","CLS","623 Pommander Walk","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/23/20","$1,022,000","$1,139,000.00","","","0.03","1","1","0","","No Pool","$473.15","0.89728","0.89728","McEnearney Associates, Inc.","2,160","1971","22314","POMMANDER","51","$1,139,000","2,160","7","Barbara G Beckwith","Courtney G DeVries","McEnearney Associates, Inc. (MCE1)"
"VAAX245008","RES","CLS","915 N Patrick St #404","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/24/20","$560,000","$550,000.00","","","","2","2","","","No Pool","$510.48","1.01818","1.01818","McEnearney Associates, Inc.","1,097","2014","22314","","8","$550,000","1,097","4","James W Nellis II","Thomas F Donnelly","Keller Williams Fairfax Gateway (KWR12)"
"VAAX243488","RES","CLS","1023 N Royal St N #317","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/24/20","$705,000","$700,000.00","","","","2","2","","","No Pool","$598.47","1.00714","1.00714","TTR Sotheby's International Realty","1,178","2008","22314","","14","$700,000","1,178","9","Carol S Feinthel","VLADIMIR DALLENBACH","McEnearney Associates, Inc. (MCE1)"
"VAAX245592","RES","CLS","1300 Oronoco St","Alexandria","Alexandria City, VA","3","1/1","End of Row/Townhouse","04/24/20","$685,000","$685,000.00","","","0.06","0","0","1","","No Pool","$543.65","1.00000","1.00000","RLAH Real Estate","1,260","1961","22314","","61","$685,000","1,260","2","Sue S Goodhart","Colin B Johnson","Compass (COMPS8)"
"VAAX244858","RES","CLS","10 Irving Ct","Alexandria","Alexandria City, VA","2","2","Twin/Semi-Detached","04/24/20","$734,000","$750,000.00","","","0.03","","1","","","No Pool","$366.27","0.97867","0.97867","RE/MAX Executives","2,004","1900","22314","","122","$750,000","2,004","3","Robert E Kenney","Raymond A Gernhart","KW Metro Center (KWR17)"
"VAAX244286","RES","CLS","2181 Jamieson Ave #1106","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/27/20","$605,000","$600,000.00","","","","2","2","","","Yes - Community","$520.65","1.00833","1.00833","KW Metro Center","1,162","2001","22314","","21","$600,000","1,162","7","Sarah E King","Marie Meyer","McEnearney Associates, Inc. (MCE1)"
"VAAX243522","RES","CLS","1019 Duke St","Alexandria","Alexandria City, VA","2","1/0","Interior Row/Townhouse","04/28/20","$630,000","$637,500.00","","","0.03","0","0","0","","No Pool","$656.25","0.98824","0.98824","Keller Williams Realty","1,110","1900","22314","","122","$637,500","960","13","Earle Whitmore","Katie E Wethman","Long & Foster Real Estate, Inc. (LNG79)"
"VAAX244442","RES","CLS","811 Parker Gray School Way","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/29/20","$919,000","$919,000.00","$100.00","","0.02","0","0","1","","No Pool","","1.00000","1.00000","Weichert, REALTORS","1,971","0","22314","","","$919,000","0","6","Mary Ashley Zimmermann","Thomas B Henry","Compass (COMPS8)"
"VAAX243342","RES","CLS","410 S Lee St","Alexandria","Alexandria City, VA","2","2/0","Interior Row/Townhouse","04/29/20","$790,000","$852,500.00","","","0.02","0","0","0","","No Pool","$954.11","0.92669","0.92669","Weichert, REALTORS","1,320","1790","22314","","232","$852,500","828","7","Barbara G Beckwith","George Candelori","McEnearney Associates, Inc. (MCE1)"
"VAAX244364","RES","CLS","100 Roberts Ln #401","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/30/20","$370,000","$370,000.00","","","","2","2","","","Yes - Community","$330.95","1.00000","1.00000","Century 21 Accent Homes","1,118","1974","22314","","48","$370,000","1,118","9","Renee McMahan","Tom Sklopan Jr.","RE/MAX Gateway, LLC (RMAX154)"
"VAAX244936","RES","CLS","501 Slaters Ln #710","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","04/30/20","$460,000","$474,900.00","","","","2","2","","","Yes - Community","$384.94","0.96862","0.96862","KW Metro Center","1,195","1970","22314","","52","$474,900","1,195","8","Deyi S Awadallah","Delaine Campbell","D.S.A. Properties & Investments LLC (DSPR1)"
"VAAX241118","RES","CLS","315 N Patrick St","Alexandria","Alexandria City, VA","4","2","Detached","04/30/20","$550,000","$595,000.00","$0.00","","0.07","1","1","","","No Pool","$303.03","0.92437","0.68793","Ikon Realty","1,815","1867","22314","","155","$799,500","1,815","155","Swindell Sutton","Anjana Budhathoki","Career Properties, Inc. (CRER1)"
"VAAX244922","RES","CLS","426 N Alfred St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","04/30/20","$1,175,000","$1,195,000.00","","","0.05","0","0","1","","No Pool","$503.86","0.98326","0.98326","TTR Sotheby's International Realty","2,332","1900","22314","CARRIAGE WORKS","122","$1,195,000","2,332","6","Heather C Corey","VLADIMIR DALLENBACH","TTR Sotheby's International Realty (TTRS6)"
"VAAX243700","RES","CLS","300 Princeton Blvd","Alexandria","Alexandria City, VA","4","3/1","Detached","04/30/20","$1,075,000","$1,067,000.00","$90.00","","0.15","0","0","1","","Yes - Community","$450.92","1.00750","1.00750","Compass","3,433","1992","22314","","30","$1,067,000","2,384","1","Susan M Sarcone","Sue S Goodhart","McEnearney Associates, Inc. (MCE6)"
"VAAX244792","RES","CLS","1602 W Abingdon Dr #101","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","05/01/20","$270,000","$275,000.00","","POTOWMACK CROSSING","","1","1","","","Yes - Community","$463.92","0.98182","0.98182","Keller Williams Realty","582","1942","22314","POTOWMACK CROSSING","80","$275,000","582","7","Carolyn H Connell","Katherine Massetti","Keller Williams Realty (KWR21)"
"VAAX244304","RES","CLS","525 N Fayette St #318","Alexandria","Alexandria City, VA","2","2","Unit/Flat/Apartment","05/01/20","$599,900","$599,900.00","","THE HENRY","","2","2","","","No Pool","$548.86","1.00000","1.00000","McEnearney Associates, Inc.","1,093","2008","22314","","14","$599,900","1,093","8","Tony Chow","Martha D Floyd","Grand Elm (GRNDE1)"
"VAAX244016","RES","CLS","818 Franklin St","Alexandria","Alexandria City, VA","2","1/1","Interior Row/Townhouse","05/01/20","$500,000","$525,000.00","","","0.03","","","1","","No Pool","$432.90","0.95238","0.95238","McEnearney Associates, Inc.","1,155","1820","22314","","202","$525,000","1,155","12","Donnan C. C Wintermute","Lauren A Bishop","Coldwell Banker Realty (CBRB54)"
"VAAX244096","RES","CLS","310 Princess St","Alexandria","Alexandria City, VA","3","3/1","Interior Row/Townhouse","05/01/20","$1,175,000","$1,175,000.00","$235.00","","0.03","","","1","","No Pool","$506.47","1.00000","1.00000","KW Metro Center","2,500","1998","22314","","24","$1,175,000","2,320","7","Phyllis G Patterson","Mirtha R Duty","TTR Sotheby's International Realty (TTRS6)"
"VAAX244030","RES","CLS","800 S St Asaph St #203","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","05/04/20","$430,000","$439,000.00","","ST ASAPH SQUARE","","1","1","","","Yes - Community","$528.26","0.97950","0.97950","Long & Foster Real Estate, Inc.","814","1982","22314","ST ASAPH SQUARE","40","$439,000","814","8","Tiana C Hickman","Marcella J Covarrubias","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX243990","RES","CLS","400 Madison St #1005","Alexandria","Alexandria City, VA","1","1","Unit/Flat/Apartment","05/05/20","$420,000","$439,000.00","","ALEXANDRIA HOUSE","","1","1","","","Yes - Community","$541.24","0.95672","0.86066","Long & Foster Real Estate, Inc.","776","1975","22314","ALEXANDRIA HOUSE","47","$488,000","776","50","Marcella J Covarrubias","Norma G Stratton","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX245216","RES","CLS","1130 Portner Rd","Alexandria","Alexandria City, VA","2","1","Interior Row/Townhouse","05/05/20","$554,900","$554,900.00","","","0.03","","","","","No Pool","$642.25","1.00000","1.00000","Long & Foster Real Estate, Inc.","864","1941","22314","VIRGINIA VILLAGE","81","$554,900","864","1","Julia s Martin","Martine M Irmer","Long & Foster Real Estate, Inc. (LNG183)"
"VAAX244948","RES","CLS","1304 Roundhouse Ln #505","Alexandria","Alexandria City, VA","2","2/0","Unit/Flat/Apartment","05/06/20","$679,900","$679,900.00","","","","2","2","","","Yes - Community","$431.68","1.00000","1.00000","Long & Foster Real Estate, Inc.","1,575","1997","22314","OLD TOWN VILLAGE","25","$679,900","1,575","1","Lisa W Groover","Richard L Ragan","McEnearney Associates, Inc. (MCE1)"
